GazeScreen;5;0;0;0;0;-1;-1
GazeScreen;5;0,02;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,3533334;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,5384144;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,5516421;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,5565261;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,5662093;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,577247;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,5998392;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,610667;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,6217217;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,644209;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,6553336;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,6776291;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,6889552;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,7114481;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,7223579;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,7448651;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,7559707;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,7785884;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,7894269;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8119053;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8228825;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,834303;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8456286;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8565992;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8677306;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8786908;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,8899018;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,9009358;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,9119877;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,9232761;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,9342281;49,00549;451,2158;1,265131;-1;-1
GazeScreen;5;0,9454032;49,00549;451,2158;1,265131;-1;-1
