GazeScreen;2;20,00124;37,56707;9,37366;0,5230954;0;0
GazeScreen;2;20,00531;37,61734;9,345155;0,5230894;0;0
GazeScreen;2;20,01136;37,66389;9,26413;0,5231151;0;38,66306
GazeScreen;2;20,02235;37,7318;9,262148;0,523127;0;0
GazeScreen;2;20,03366;37,76326;9,288242;0,5231127;0;37,55169
GazeScreen;2;20,04461;37,76324;9,356378;0,5231522;0;36,42881
GazeScreen;2;20,05583;37,77269;9,429323;0,5231363;0;0
GazeScreen;2;20,06696;37,80211;9,482123;0,5231246;0;0
GazeScreen;2;20,07803;37,76941;9,488866;0,5231122;0;0
GazeScreen;2;20,08923;37,77573;9,504759;0,5230793;0;6,420563
GazeScreen;2;20,10078;37,81454;9,543932;0,5230393;0;7,982454
GazeScreen;2;20,27537;37,83091;9,577652;0,5230135;0;36,4615
GazeScreen;2;20,29616;37,81468;9,589619;0,5229982;0;7,736756
GazeScreen;2;20,29988;37,98394;9,707226;0,5227577;0;7,736756
GazeScreen;2;20,31089;37,96459;9,724463;0,52276;0;0
GazeScreen;2;20,32175;37,89362;9,939673;0,5227959;0;6,887001
GazeScreen;2;20,33307;37,87627;9,999501;0,5227673;0;0
GazeScreen;2;20,34443;37,88279;10,07068;0,5227897;0;7,673301
GazeScreen;2;20,35544;37,93423;10,05992;0,522778;0;0
GazeScreen;2;20,36675;38,05167;9,991696;0,5227644;0;36,88694
GazeScreen;2;20,37785;38,19697;9,902117;0,5227844;0;5,404952
GazeScreen;2;20,38882;38,36013;9,858647;0,5227912;0;0
GazeScreen;2;20,40001;38,53164;9,856112;0,5227909;0;35,36871
GazeScreen;2;20,41121;38,71988;9,861842;0,5227721;0;7,678511
GazeScreen;2;20,42277;38,94;9,873434;0,5228029;0;0
GazeScreen;2;20,4336;39,21663;9,846412;0,5227981;0;35,7643
GazeScreen;2;20,45713;39,58226;9,702095;0,5228072;0;4,877023
GazeScreen;2;20,46059;40,03835;9,499628;0,5227939;0;4,877023
GazeScreen;2;20,46711;40,48276;9,314576;0,5227976;0;0
GazeScreen;2;20,47816;40,86901;9,112289;0,5228276;0;0
GazeScreen;2;20,4894;41,25469;8,965528;0,5228697;0;0
GazeScreen;2;20,50061;41,68636;8,867459;0,5229049;0;0
GazeScreen;2;20,51212;42,23062;8,702774;0,5229667;0;0
GazeScreen;2;20,52324;42,90979;8,487978;0,5229966;0;0
GazeScreen;2;20,5345;43,72194;8,212378;0,5230402;0;0
GazeScreen;2;20,54558;44,70335;7,847626;0,5231071;0;0
GazeScreen;2;20,55646;45,67884;7,493132;0,5231551;0;0
GazeScreen;2;20,56785;46,55753;7,143447;0,5232491;0;0
GazeScreen;2;20,57943;47,3615;6,687736;0,5233395;0;35,18435
GazeScreen;2;20,59061;48,10851;6,281732;0,5234043;0;6,16295
GazeScreen;2;20,61221;48,85117;5,909639;0,5234618;0;35,3346
GazeScreen;2;20,61649;49,59279;5,533758;0,5235442;0;0
GazeScreen;2;20,62373;50,40517;5,284538;0,523617;0;0
GazeScreen;2;20,63473;51,25677;5,016702;0,5236737;0;7,648006
GazeScreen;2;20,64584;52,10148;4,749375;0,5237666;0;0
GazeScreen;2;20,65686;52,92542;4,49078;0,5238551;0;0
